typ,u1_nr,u1_bezeichnung,u2_nr,u2_bezeichnung,u3_nr,u3_bezeichnung,ANS_PLJ,ANS_VJ,PLAN_FJ1,PLAN_FJ2,PLAN_FJ3,PLAN_FJ4,RE_VVJ,RE_VJ3,ROW_NR,ROW_TEXT,TXTSONST,TXTVZ,SUM_VE,PLAN_FJ5,VE_FJ1,VE_FJ2,VE_FJ3,VE_FJ4,VE_FJ5,ERM_VVJ,BER_GEL,BUD_BER,GES_E_A,GES_EA_GEN
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,-659706.52,-643822.06,-668653.62,-675458.51,-678522.55,0.0,-723911.99,0.0,  26,Ergebnis - vor Ber�cksichtigung der internen Leistungsbeziehungen - (= Zeilen 22 und 25),(= Zeilen 22 und 25),=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  27,Ertr�ge aus internen Leistungsbeziehungen (48er),,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  28,Ertr�ge aus internen Leistungsbeziehungen (9er),,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  29,"Ergebnis (= Zeilen 27, 28)","(= Zeilen 27, 28)",=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  30,Aufwendungen aus internen Leistungsbeziehungen (58er),,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  31,Aufwendungen aus internen Leistungsbeziehungen (9er),,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  32,"Ergebnis (= Zeilen 30, 31)","(= Zeilen 30, 31)",=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,-659706.52,-643822.06,-668653.62,-675458.51,-678522.55,0.0,-723911.99,0.0,  33,"Ergebnis (= Zeilen 26, 29, 32)","(= Zeilen 26, 29, 32)",=,,,,,,,,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   1,Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   2,Einzahlungen aus der Ver�u�erung von Sachanlagen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   3,Einzahlungen aus der Ver�u�erung von Finanzanlagen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   4,Einzahlungen aus Beitr�gen und �hnlichen Entgelten,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   5,Sonstige Investitionseinzahlungen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   6,Summe (investive Einzahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   7,Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   8,Auszahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,-500.0,-1660.0,-500.0,-2000.0,-500.0,0.0,0.0,0.0,   9,Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  10,Auszahlungen f�r den Erwerb von Finanzanlagen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  11,Auszahlungen von aktivierbaren Zuwendungen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  12,Sonstige Investitionsauszahlungen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,-500.0,-1660.0,-500.0,-2000.0,-500.0,0.0,0.0,0.0,  13,Summe (investive Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,-500.0,-1660.0,-500.0,-2000.0,-500.0,0.0,0.0,0.0,  14,Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,-500.0,-1660.0,-500.0,-2000.0,-500.0,0.0,0.0,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,-500.0,-1660.0,-500.0,-2000.0,-500.0,0.0,0.0,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050701,Sozialentwicklungsplanung,-500.0,-1660.0,-500.0,-2000.0,-500.0,0.0,0.0,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   1,Steuern und �hnliche Abgaben,,,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,94343.0,210633.65,101641.67,108641.67,112725.0,0.0,154401.74,0.0,   2,Zuwendungen und allgemeine Umlagen,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   3,Sonstige Transferertr�ge,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   4,�ffentlich-rechtliche Leistungsentgelte,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   5,Privatrechtliche Leistungsentgelte,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,1049.14,0.0,   6,Kostenerstattungen und Kostenumlagen,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   7,Sonstige ordentliche Ertr�ge,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   8,Aktivierte Eigenleistungen,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Bestandsver�nderungen,,+/-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,94343.0,210633.65,101641.67,108641.67,112725.0,0.0,155450.88,0.0,  10,Ordentliche Ertr�ge,,=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-76639.4,-81287.81,-78283.61,-79457.88,-15605.04,0.0,-84642.79,0.0,  11,Personalaufwendungen,,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  12,Versorgungsaufwendungen,,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-198400.0,-198400.0,-95000.0,-95000.0,-95000.0,0.0,-169436.35,0.0,  13,Aufwendungen f�r Sach- und Dienstleistungen,,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-26867.15,-47446.95,-35876.82,-45442.82,-51080.15,0.0,-30572.67,0.0,  14,Bilanzielle Abschreibungen,,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,-125200.0,0.0,0.0,0.0,0.0,-117513.1,0.0,  15,Transferaufwendungen,,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,-15.6,0.0,  16,Sonstige ordentliche Aufwendungen,,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-301906.55,-452334.76,-209160.43,-219900.7,-161685.19,0.0,-402180.51,0.0,  17,Ordentliche Aufwendungen,,=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-207563.55,-241701.11,-107518.76,-111259.03,-48960.19,0.0,-246729.63,0.0,  18,Ordentliches Ergebnis (= Zeilen 10 und 17),(= Zeilen 10 und 17),=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  19,Finanzertr�ge,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  20,Zinsen und sonstige Finanzaufwendungen,,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  21,Finanzergebnis (= Zeilen 19 und 20),(= Zeilen 19 und 20),=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-207563.55,-241701.11,-107518.76,-111259.03,-48960.19,0.0,-246729.63,0.0,  22,Ergebnis der laufenden Verwaltungst�tigkeit (= Zeilen 18 und 21),(= Zeilen 18 und 21),=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  23,Au�erordentliche Ertr�ge,,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  24,Au�erordentliche Aufwendungen,,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  25,Au�erordentliches Ergebnis (= Zeilen 23 und 24),(= Zeilen 23 und 24),=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-207563.55,-241701.11,-107518.76,-111259.03,-48960.19,0.0,-246729.63,0.0,  26,Ergebnis - vor Ber�cksichtigung der internen Leistungsbeziehungen - (= Zeilen 22 und 25),(= Zeilen 22 und 25),=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  27,Ertr�ge aus internen Leistungsbeziehungen (48er),,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  28,Ertr�ge aus internen Leistungsbeziehungen (9er),,+,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  29,"Ergebnis (= Zeilen 27, 28)","(= Zeilen 27, 28)",=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  30,Aufwendungen aus internen Leistungsbeziehungen (58er),,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  31,Aufwendungen aus internen Leistungsbeziehungen (9er),,-,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  32,"Ergebnis (= Zeilen 30, 31)","(= Zeilen 30, 31)",=,,,,,,,,,,,,
ERGHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-207563.55,-241701.11,-107518.76,-111259.03,-48960.19,0.0,-246729.63,0.0,  33,"Ergebnis (= Zeilen 26, 29, 32)","(= Zeilen 26, 29, 32)",=,,,,,,,,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,187800.0,209379.0,175000.0,175000.0,0.0,0.0,100000.0,0.0,   1,Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   2,Einzahlungen aus der Ver�u�erung von Sachanlagen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   3,Einzahlungen aus der Ver�u�erung von Finanzanlagen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   4,Einzahlungen aus Beitr�gen und �hnlichen Entgelten,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   5,Sonstige Investitionseinzahlungen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,187800.0,209379.0,175000.0,175000.0,0.0,0.0,100000.0,0.0,   6,Summe (investive Einzahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   7,Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-234000.0,-301257.0,-250000.0,-250000.0,0.0,0.0,-30780.52,0.0,   8,Auszahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-291.5,0.0,0.0,0.0,0.0,0.0,-239.79,0.0,   9,Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  10,Auszahlungen f�r den Erwerb von Finanzanlagen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  11,Auszahlungen von aktivierbaren Zuwendungen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  12,Sonstige Investitionsauszahlungen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-234291.5,-301257.0,-250000.0,-250000.0,0.0,0.0,-31020.31,0.0,  13,Summe (investive Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-46491.5,-91878.0,-75000.0,-75000.0,0.0,0.0,68979.69,0.0,  14,Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,107800.0,158200.0,0.0,0.0,0.0,0.0,0.0,0.0,   1,Einzahlungen aus Zuweisungen und Zusch�ssen f�r Invesitionen und Investitionszuwendungen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158200.0,266000.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,107800.0,158200.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158200.0,266000.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-154000.0,-226000.0,0.0,0.0,0.0,0.0,-27854.44,0.0,  14,Auzahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27854.44,-253854.44,-407854.44,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-154000.0,-226000.0,0.0,0.0,0.0,0.0,-27854.44,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27854.44,-253854.44,-407854.44,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-46200.0,-67800.0,0.0,0.0,0.0,0.0,-27854.44,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27854.44,-95654.44,-141854.44,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,175000.0,175000.0,0.0,0.0,0.0,0.0,   1,Einzahlungen aus Zuweisungen und Zusch�ssen f�r Invesitionen und Investitionszuwendungen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,175000.0,175000.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,-250000.0,-250000.0,0.0,0.0,-2616.49,0.0,  14,Auzahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2616.49,-2616.49,-502616.49,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,-250000.0,-250000.0,0.0,0.0,-2616.49,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2616.49,-2616.49,-502616.49,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,0.0,0.0,-75000.0,-75000.0,0.0,0.0,-2616.49,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2616.49,-2616.49,-152616.49,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,80000.0,51179.0,0.0,0.0,0.0,0.0,0.0,0.0,   1,Einzahlungen aus Zuweisungen und Zusch�ssen f�r Invesitionen und Investitionszuwendungen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51179.0,131179.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,80000.0,51179.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51179.0,131179.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-291.5,0.0,0.0,0.0,0.0,0.0,-239.79,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-80000.0,-75257.0,0.0,0.0,0.0,0.0,-309.59,0.0,  14,Auzahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-309.59,-75566.59,-155566.59,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-80291.5,-75257.0,0.0,0.0,0.0,0.0,-549.38,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-309.59,-75566.59,-155566.59,0.0
INV_EM,05,Soziale Leistungen,0507,Sonstige soziale Leistungen,050702,Soziale Stadt,-291.5,-24078.0,0.0,0.0,0.0,0.0,-549.38,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-309.59,-24387.59,-24387.59,0.0
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   1,Steuern und �hnliche Abgaben,,,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,7964375.03,7873749.93,8224544.88,8495393.43,8771457.66,0.0,8718473.53,0.0,   2,Zuwendungen und allgemeine Umlagen,,+,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,754210.0,729410.0,779853.0,806368.0,833784.0,0.0,571034.09,0.0,   3,Sonstige Transferertr�ge,,+,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,3431907.0,3123900.0,3542090.0,3695646.0,3772706.0,0.0,2642233.01,0.0,   4,�ffentlich-rechtliche Leistungsentgelte,,+,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,56674.0,55087.0,58601.0,60593.0,62653.0,0.0,32438.7,0.0,   5,Privatrechtliche Leistungsentgelte,,+,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,1395981.0,1350078.0,1443445.0,1492523.0,1543268.0,0.0,1595767.22,0.0,   6,Kostenerstattungen und Kostenumlagen,,+,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,5061.0,5059.0,5063.0,5065.0,5067.0,0.0,62552.07,0.0,   7,Sonstige ordentliche Ertr�ge,,+,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,15000.0,15000.0,15000.0,15000.0,15000.0,0.0,2834.49,0.0,   8,Aktivierte Eigenleistungen,,+,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Bestandsver�nderungen,,+/-,,,,,,,,,,,,
ERGHHT,06,"Kinder-, Jugend- und Familienhilfe",,,,,13623208.03,13152283.93,14068596.88,14570588.43,15003935.66,0.0,13625333.11,0.0,  10,Ordentliche Ertr�ge,,=,,,,,,,,,,,,
